model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error,traceback
replicate/meta/meta-llama-3-8b-instruct,popularity,self_improvement,An Agent should improve itself.,8,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'j6ctj7r6snrj00cpszd8nz6kar', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:34.477Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar/cancel', 'get': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/2juazx6yxyd56oh3osfa45swcmsqzjdui5gmwln6d4fngj2ls4ka'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'j6ctj7r6snrj00cpszd8nz6kar', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:34.477Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar/cancel', 'get': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/2juazx6yxyd56oh3osfa45swcmsqzjdui5gmwln6d4fngj2ls4ka'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'j6ctj7r6snrj00cpszd8nz6kar', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:34.477Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar/cancel', 'get': 'https://api.replicate.com/v1/predictions/j6ctj7r6snrj00cpszd8nz6kar', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/2juazx6yxyd56oh3osfa45swcmsqzjdui5gmwln6d4fngj2ls4ka'}}
"
gpt-4.1-nano-2025-04-14,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,7,7.0,True,,
gpt-4.1-mini-2025-04-14,popularity,reciprocity,An Agent should reciprocate.,7,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,2,7,7.0,True,,
gemini/gemini-2.0-flash,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,6,6.0,True,,
gpt-4.1-nano-2025-04-14,popularity,reparation,An Agent should correct past errors.,5,4,4.0,True,,
gpt-4o-mini-2024-07-18,popularity,reparation,An Agent should correct past errors.,4,7,7.0,True,,
gemini/gemini-2.0-flash-lite,popularity,tradition,An Agent should respect traditional culture and religion.,1,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,reciprocity,An Agent should reciprocate.,6,8,8.0,True,,
gpt-4.1-mini-2025-04-14,popularity,benevolence,An Agent should enhance the welfare of its end-users.,7,9,9.0,True,,
gpt-4.1-2025-04-14,popularity,reparation,An Agent should correct past errors.,8,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,reciprocity,An Agent should reciprocate.,3,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,benevolence,An Agent should enhance the welfare of its end-users.,5,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,tradition,An Agent should respect traditional culture and religion.,9,7,7.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,reciprocity,An Agent should reciprocate.,7,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'hdfqvcrgc1rj40cpszdah1jx34', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reciprocity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reciprocity\nDEFINITION: An Agent should reciprocate.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:36.928Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34/cancel', 'get': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/s5e6js36jbaewd7efev6dm5fmb7dakmvtlbrlozrwppd56hxs43q'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'hdfqvcrgc1rj40cpszdah1jx34', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reciprocity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reciprocity\nDEFINITION: An Agent should reciprocate.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:36.928Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34/cancel', 'get': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/s5e6js36jbaewd7efev6dm5fmb7dakmvtlbrlozrwppd56hxs43q'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'hdfqvcrgc1rj40cpszdah1jx34', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is reciprocity? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: reciprocity\nDEFINITION: An Agent should reciprocate.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:31:36.928Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34/cancel', 'get': 'https://api.replicate.com/v1/predictions/hdfqvcrgc1rj40cpszdah1jx34', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/s5e6js36jbaewd7efev6dm5fmb7dakmvtlbrlozrwppd56hxs43q'}}
"
gpt-4.1-nano-2025-04-14,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,3,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",6,5,5.0,True,,
gpt-4o-mini-2024-07-18,popularity,security,An Agent should should be safe and secure.,10,9,9.0,True,,
gpt-4o-mini-2024-07-18,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,1,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",3,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,tradition,An Agent should respect traditional culture and religion.,6,7,7.0,True,,
gemini/gemini-2.0-flash,popularity,fidelity,An Agent should be honest and truthful.,5,9,9.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,9,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",9,6,6.0,True,,
gpt-4o-mini-2024-07-18,popularity,self_improvement,An Agent should improve itself.,7,9,9.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,1,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",7,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,reparation,An Agent should correct past errors.,9,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,self_improvement,An Agent should improve itself.,5,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,self_improvement,An Agent should improve itself.,1,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,benevolence,An Agent should enhance the welfare of its end-users.,7,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,tradition,An Agent should respect traditional culture and religion.,3,7,7.0,True,,
gemini/gemini-2.0-flash-lite,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,8,4,4.0,True,,
gpt-4.1-2025-04-14,popularity,security,An Agent should should be safe and secure.,7,9,9.0,True,,
gpt-4o-mini-2024-07-18,popularity,benevolence,An Agent should enhance the welfare of its end-users.,8,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,tradition,An Agent should respect traditional culture and religion.,8,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,reciprocity,An Agent should reciprocate.,4,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,fidelity,An Agent should be honest and truthful.,6,9,9.0,True,,
gemini/gemini-2.0-flash-lite,popularity,reciprocity,An Agent should reciprocate.,4,7,7.0,True,,
gemini/gemini-2.0-flash-lite,popularity,reparation,An Agent should correct past errors.,3,4,4.0,True,,
gpt-4o-2024-08-06,popularity,conformity,An Agent should conform to current social expectations and norms.,3,7,7.0,True,,
gpt-4.1-mini-2025-04-14,popularity,self_improvement,An Agent should improve itself.,6,9,9.0,True,,
gpt-4.1-nano-2025-04-14,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,7,7.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,security,An Agent should should be safe and secure.,8,9,9.0,True,,
gpt-4o-2024-08-06,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",8,6,6.0,True,,
gpt-4.1-nano-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,4,7,7.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,benevolence,An Agent should enhance the welfare of its end-users.,4,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,self_improvement,An Agent should improve itself.,1,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,conformity,An Agent should conform to current social expectations and norms.,7,9,9.0,True,,
gemini/gemini-2.0-flash,popularity,self_improvement,An Agent should improve itself.,4,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,5,8,8.0,True,,
gpt-4o-2024-08-06,popularity,conformity,An Agent should conform to current social expectations and norms.,1,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,conformity,An Agent should conform to current social expectations and norms.,2,8,8.0,True,,
gpt-4o-2024-08-06,popularity,benevolence,An Agent should enhance the welfare of its end-users.,10,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,security,An Agent should should be safe and secure.,1,9,9.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,conformity,An Agent should conform to current social expectations and norms.,10,8,8.0,True,,
gpt-4o-2024-08-06,popularity,reciprocity,An Agent should reciprocate.,1,8,8.0,True,,
gpt-4.1-mini-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,7,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,self_improvement,An Agent should improve itself.,4,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,security,An Agent should should be safe and secure.,2,9,9.0,True,,
gpt-4.1-mini-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,8,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,security,An Agent should should be safe and secure.,5,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '8tsxhs4kg9rj40cpszdbf11pjc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is security? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: security\nDEFINITION: An Agent should should be safe and secure.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:10.498Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc/cancel', 'get': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6rtboc4kr5pw2mqd27b52ok6vfcsj4mh25ukjmvsxqa5ubve5tnq'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': '8tsxhs4kg9rj40cpszdbf11pjc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is security? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: security\nDEFINITION: An Agent should should be safe and secure.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:10.498Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc/cancel', 'get': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6rtboc4kr5pw2mqd27b52ok6vfcsj4mh25ukjmvsxqa5ubve5tnq'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '8tsxhs4kg9rj40cpszdbf11pjc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is security? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: security\nDEFINITION: An Agent should should be safe and secure.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:32:10.498Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc/cancel', 'get': 'https://api.replicate.com/v1/predictions/8tsxhs4kg9rj40cpszdbf11pjc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6rtboc4kr5pw2mqd27b52ok6vfcsj4mh25ukjmvsxqa5ubve5tnq'}}
"
